id	description	number_of_orders	price	url
32987088045	Мини-кошелек из матовой кожи minofius, маленький женский брендовый мини-кошелек из искусственной кожи, короткий кошелек с надписью, кредитные к...	28 продано	362,19 - 388,40 руб.	//aliexpress.ru/item/32987088045.html?algo_pvid=773d88fe-f7c1-4418-b17d-54d63cee9eb2&algo_expid=773d88fe-f7c1-4418-b17d-54d63cee9eb2-40&btsid=0b8b158f16010316680942118ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000704409736	Милый кошелек, женская сумка для монет, кожаная женская простая Двойная маленькая сумочка, кошелек, женский кожаный складной кошелек с отде...		213,66 руб.	//aliexpress.ru/item/4000704409736.html?algo_pvid=773d88fe-f7c1-4418-b17d-54d63cee9eb2&algo_expid=773d88fe-f7c1-4418-b17d-54d63cee9eb2-41&btsid=0b8b158f16010316680942118ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
33047194617	Новый женский кошелек, роскошный брендовый кошелек из натуральной кожи, тонкий кошелек из овчины, Женский кошелек для мобильного телефона	7 продано	1 587,75 руб.	//aliexpress.ru/item/33047194617.html?algo_pvid=773d88fe-f7c1-4418-b17d-54d63cee9eb2&algo_expid=773d88fe-f7c1-4418-b17d-54d63cee9eb2-42&btsid=0b8b158f16010316680942118ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32955820104	Женские кошельки, модный Дамский кошелек, карманные сумки для денег, Женский кошелек, держатель для карт, сумки для девочек, кошельки, сумка ...	106 продано	290,71 - 328,04 руб.	//aliexpress.ru/item/32955820104.html?algo_pvid=773d88fe-f7c1-4418-b17d-54d63cee9eb2&algo_expid=773d88fe-f7c1-4418-b17d-54d63cee9eb2-43&btsid=0b8b158f16010316680942118ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000831360136	Кошелек женский кошелек женские кошельки телефон карманный держатель для карт DFT5509	3 продано	1 005,55 руб.	//aliexpress.ru/item/4000831360136.html?algo_pvid=773d88fe-f7c1-4418-b17d-54d63cee9eb2&algo_expid=773d88fe-f7c1-4418-b17d-54d63cee9eb2-44&btsid=0b8b158f16010316680942118ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
33038945202	Кошелек из натуральной кожи для женщин и мужчин, винтажный женский короткий кошелек ручной работы, маленький кошелек, держатель для карт, че...		876,88 руб.	//aliexpress.ru/item/33038945202.html?algo_pvid=773d88fe-f7c1-4418-b17d-54d63cee9eb2&algo_expid=773d88fe-f7c1-4418-b17d-54d63cee9eb2-45&btsid=0b8b158f16010316680942118ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000127918373	Новый модный тонкий мужской кожаный волшебный кошелек, корейский дизайнерский держатель для кредитных карт, женский маленький зажим для де...	265 продано	312,95 руб.	//aliexpress.ru/item/4000127918373.html?algo_pvid=773d88fe-f7c1-4418-b17d-54d63cee9eb2&algo_expid=773d88fe-f7c1-4418-b17d-54d63cee9eb2-46&btsid=0b8b158f16010316680942118ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000002342744	Модный кошелек, сумки на плечо, женская сумка на цепочке, мобильный телефон, женская маленькая сумка-мессенджер для женщин, карманная дизайн...	33 продано	1 131,05 руб.	//aliexpress.ru/item/4000002342744.html?algo_pvid=773d88fe-f7c1-4418-b17d-54d63cee9eb2&algo_expid=773d88fe-f7c1-4418-b17d-54d63cee9eb2-47&btsid=0b8b158f16010316680942118ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000617671447	Роскошные женские бумажники и кошельки с блокировкой Rfid, женский короткий кошелек из натуральной кожи, женские короткие клатчи с держателе...	14 продано	1 494,82 руб.	//aliexpress.ru/item/4000617671447.html?algo_pvid=773d88fe-f7c1-4418-b17d-54d63cee9eb2&algo_expid=773d88fe-f7c1-4418-b17d-54d63cee9eb2-48&btsid=0b8b158f16010316680942118ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000158037761	Женский клатч Contact's, кошелек из натуральной кожи, Модный женский кошелек для монет, портмоне с чехлом для телефона, визитница, сумки для дене...	8 продано	1 706,90 - 1 941,21 руб.	//aliexpress.ru/item/4000158037761.html?algo_pvid=773d88fe-f7c1-4418-b17d-54d63cee9eb2&algo_expid=773d88fe-f7c1-4418-b17d-54d63cee9eb2-49&btsid=0b8b158f16010316680942118ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32958900234	Лидер продаж, ультратонкие милые длинные кошельки из матовой кожи для женщин, магнитные засов, кошельки для женщин, держатель для карт, коше...	2 продано	393,17 - 393,96 руб.	//aliexpress.ru/item/32958900234.html?algo_pvid=773d88fe-f7c1-4418-b17d-54d63cee9eb2&algo_expid=773d88fe-f7c1-4418-b17d-54d63cee9eb2-50&btsid=0b8b158f16010316680942118ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32877169946	Модный кошелек, женский кошелек, Женский кошелек из натуральной кожи, дизайнерский женский кошелек, сумочка, чехол, карман для телефона, ...	55 продано	694,99 - 1 157,26 руб.	//aliexpress.ru/item/32877169946.html?algo_pvid=773d88fe-f7c1-4418-b17d-54d63cee9eb2&algo_expid=773d88fe-f7c1-4418-b17d-54d63cee9eb2-51&btsid=0b8b158f16010316680942118ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000683694055	VICKAWEB блестящие женские бумажники из натуральной кожи, однотонные кошельки на молнии с держателем для карт, Женский Длинный кошелек на запяс...	16 продано	1 038,91 - 1 115,96 руб.	//aliexpress.ru/item/4000683694055.html?algo_pvid=773d88fe-f7c1-4418-b17d-54d63cee9eb2&algo_expid=773d88fe-f7c1-4418-b17d-54d63cee9eb2-52&btsid=0b8b158f16010316680942118ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000826319385	Модный кошелек высокого качества, мужские кошельки, дизайнерский новый кошелек dft13009	6 продано	1 023,03 руб.	//aliexpress.ru/item/4000826319385.html?algo_pvid=773d88fe-f7c1-4418-b17d-54d63cee9eb2&algo_expid=773d88fe-f7c1-4418-b17d-54d63cee9eb2-53&btsid=0b8b158f16010316680942118ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32992144124	2020 новый кошелек для монет модный однотонный многофункциональный мини кошелек для ключей женский клатч Подушка дизайнерский маленький кош...	172 продано	316,92 - 323,27 руб.	//aliexpress.ru/item/32992144124.html?algo_pvid=773d88fe-f7c1-4418-b17d-54d63cee9eb2&algo_expid=773d88fe-f7c1-4418-b17d-54d63cee9eb2-54&btsid=0b8b158f16010316680942118ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000111839052	Женский кошелек с длинной короной из искусственной кожи, Дамский кошелек с вышитой нитью, бумажники, многокарточный модный мобильный телеф...	15 продано	598,89 руб.	//aliexpress.ru/item/4000111839052.html?algo_pvid=773d88fe-f7c1-4418-b17d-54d63cee9eb2&algo_expid=773d88fe-f7c1-4418-b17d-54d63cee9eb2-55&btsid=0b8b158f16010316680942118ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000683197522	Прозрачный Модный женский кошелек из ПВХ, прозрачный короткий кошелек, мелкие блестки, кошелек, однотонный Чехол для карт, сумка-держатель, ...	22 продано	120,73 - 317,71 руб.	//aliexpress.ru/item/4000683197522.html?algo_pvid=773d88fe-f7c1-4418-b17d-54d63cee9eb2&algo_expid=773d88fe-f7c1-4418-b17d-54d63cee9eb2-56&btsid=0b8b158f16010316680942118ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
33043152396	Милый женский клатч из искусственной кожи на молнии с кошкой и цветами, длинный держатель для карт, кошелек, сумочка	15 продано	217,64 руб.	//aliexpress.ru/item/33043152396.html?algo_pvid=773d88fe-f7c1-4418-b17d-54d63cee9eb2&algo_expid=773d88fe-f7c1-4418-b17d-54d63cee9eb2-57&btsid=0b8b158f16010316680942118ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000050987434	Мужские кошельки ручной работы AETOO, из натуральной кожи, бумажник из овчины с карманом для монет, 2019, короткий дизайнерский кошелек с держате...		2 986,47 руб.	//aliexpress.ru/item/4000050987434.html?algo_pvid=773d88fe-f7c1-4418-b17d-54d63cee9eb2&algo_expid=773d88fe-f7c1-4418-b17d-54d63cee9eb2-58&btsid=0b8b158f16010316680942118ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000207506057	Новый прозрачный кошелек, женские маленькие бумажники, Милые Складные кошельки со шнурком, студенческие кошельки для девушек-подростков, м...	140 продано	390,79 руб.	//aliexpress.ru/item/4000207506057.html?algo_pvid=773d88fe-f7c1-4418-b17d-54d63cee9eb2&algo_expid=773d88fe-f7c1-4418-b17d-54d63cee9eb2-59&btsid=0b8b158f16010316680942118ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000678022531	Женские кошельки, модная женская барсетка с ремешком на руку, сумки, длинная сумка для денег, на молнии, кошелек для монет, для карт, ID держате...	34 продано	200,16 - 513,10 руб.	//aliexpress.ru/item/4000678022531.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-0&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000733016230	Лидер продаж, короткий кошелек, Женский кошелек из искусственной кожи, кошелек на молнии и пуговицах, модный красный кошелек, кошелек с карм...	26 продано	637,01 руб.	//aliexpress.ru/item/4000733016230.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-1&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32971147803	Новинка, весенние Роскошные Брендовые женские кошельки с замком, длинный Повседневный клатч, вместительный кошелек с отделением для монет ...	23 продано	990,46 руб.	//aliexpress.ru/item/32971147803.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-2&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000490126642	Новинка, женские кошельки, кошельки из искусственной кожи, Дамский короткий кошелек с застежкой, женская маленькая сумка на молнии, держате...	21 продано	628,27 руб.	//aliexpress.ru/item/4000490126642.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-3&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000974587456	Аниме One Piece/Black Butler/гинтама/Наруто/Tokyo Ghoul/Totoro и т. Д., короткий кошелек, кошелек для монет аниме	20 продано	333,60 руб.	//aliexpress.ru/item/4000974587456.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-4&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000959480936	Роскошный клатч, новый индивидуальный модный конверт, дамские сумки, вместительный клатч, кожаный бумажник, мужская сумка для денег, 2020, нов...	19 продано	3 177,09 руб.	//aliexpress.ru/item/4000959480936.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-5&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32903760598	Кошелек BELLO TUTTI от оригинального дизайнера, женские Мини-Кошельки из искусственной кожи, модные кошельки с отделениями для карт, тонкий коше...	171 продано	326,45 - 391,58 руб.	//aliexpress.ru/item/32903760598.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-6&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
33056964030	Женский кошелек Длинные кошельки модный полый Кошелек для монет держатель для карт Женский качественный клатч сумка для денег кошелек из и...	15 продано	596,50 руб.	//aliexpress.ru/item/33056964030.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-7&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000706093838	LAORENTOU женский маленький кошелек из натуральной кожи, Большой Вместительный держатель для карт, Женская винтажная сумка для денег, Женский ч...	37 продано	1 451,93 - 2 172,34 руб.	//aliexpress.ru/item/4000706093838.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-8&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000574284971	Прямая поставка женский чехол-кошелек через плечо для телефона многофункциональная сумка через плечо 2020 Модный женский кошелек женские ко...	159 продано	439,24 - 743,44 руб.	//aliexpress.ru/item/4000574284971.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-9&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32981952470	Модная женская сумка-клатч из искусственной кожи, брендовый дизайнерский Длинный кошелек на ремешке для девушек, однотонный Кошелек для мо...	21 продано	326,45 - 924,54 руб.	//aliexpress.ru/item/32981952470.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-10&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4001351835930	Новинка, Лучшие кошельки для женщин, кожаный тонкий кошелек для монет, RFID Блокировка, двойные карманы на молнии, Женский дизайнерский кошеле...	89 продано	396,35 руб.	//aliexpress.ru/item/4001351835930.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-11&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32795856988	Модные женские кошельки из искусственной кожи с милым рисунком кота, Женский кошелек для монет, держатель для карт, женский длинный клатч, с...	12 продано	337,57 руб.	//aliexpress.ru/item/32795856988.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-12&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32859333072	Baellerry 11,11 женские кожаные бумажники молнии кредитной держатель для карт кошелек женский длинный клатч монета карты карманные кошельки W109	31 продано	374,11 руб.	//aliexpress.ru/item/32859333072.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-13&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4001139452374	Кошелек для мобильного телефона с сенсорным экраном, кошелек для смартфона, искусственная кожа, сумка на ремне, Женская сумка, модный кошеле...	79 продано	229,55 - 253,38 руб.	//aliexpress.ru/item/4001139452374.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-14&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000077906566	Модный женский кожаный кошелек, клатч, кошелек, женская маленькая сумка, держатель для карт, органайзер для монет	85 продано	449,56 - 451,95 руб.	//aliexpress.ru/item/4000077906566.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-15&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32970983999	Длинный кошелек из натуральной воловьей кожи, женский и мужской модный кошелек с отделением для монет и карт, кошельки, высококачественный ...	10 продано	627,48 руб.	//aliexpress.ru/item/32970983999.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-16&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
33030399063	DORANMI блестящий кожаный бумажник для женщин, 2019 длинные бумажники, женская сумка для денег, клатч, сумочки, качественные бумажники DJB626	3 продано	669,58 руб.	//aliexpress.ru/item/33030399063.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-17&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000338408913	AIREEBAY Модный черный Дамский кошелек, сумочки фирменного дизайна, длинный женский кошелек из искусственной кожи, классический кошелек для мо...	27 продано	316,92 руб.	//aliexpress.ru/item/4000338408913.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-18&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32678697183	Мужской кожаный кошелек, Игра престолов Старк, подходит для зимы, с отделением для карт	20 продано	345,51 - 393,17 руб.	//aliexpress.ru/item/32678697183.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-19&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32850755755	SMILEY SUNSHINE мужской кошелек из натуральной кожи, визитница, кошельки, мужской маленький кошелек для монет, женская сумка для денег, мини кошеле...	119 продано	334,39 руб.	//aliexpress.ru/item/32850755755.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-20&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000456774033	Женский Длинный кошелек Disney, новый модный мобильный телефон, большая вместительность, кошелек с кисточками, на молнии, клатч женская сумка	10 продано	278,79 - 678,31 руб.	//aliexpress.ru/item/4000456774033.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-21&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32960782781	Arsmundi новинка, короткий кожаный кошелек в британском ретро стиле, Женские однотонные маленькие бумажники, модный студенческий кошелек с зас...	20 продано	236,70 руб.	//aliexpress.ru/item/32960782781.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-22&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000573970052	2020 женский новый милый мультяшный принт короткий маленький кошелек Дамский холщовый складной держатель для монет и карт кошелек для денег	34 продано	177,13 руб.	//aliexpress.ru/item/4000573970052.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-23&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
33008332230	Цветной короткий кошелек с масляными цветами, Женский кошелек из натуральной кожи, Женский кошелек с держателем для карт, женская сумочка д...	33 продано	956,31 руб.	//aliexpress.ru/item/33008332230.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-24&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000364636012	Женский кошелек Baellerry, модный клатч на молнии, длинные кожаные кошельки, сумочка-ристлет Portefeuille Carteira Feminina Monedero	28 продано	653,69 - 766,48 руб.	//aliexpress.ru/item/4000364636012.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-25&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32817063395	Новинка 2018, льняные бумажники из парусины, Женский Детский подарок, Маленький модный короткий бумажник, индивидуальный красивый кошелек	7 продано	395,55 руб.	//aliexpress.ru/item/32817063395.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-26&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32968175252	Женский кошелек, длинный кожаный стеганый кошелек с ромбовидным узором, на молнии, 2019	29 продано	728,35 руб.	//aliexpress.ru/item/32968175252.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-27&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000431287649	Русские обложки для документов со вставкой для автокументов из прозрачного ПВХ для всех типов документов на автомобиле	11 продано	406,67 руб.	//aliexpress.ru/item/4000431287649.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-28&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000229477413	DIENQI rfid-держатель для карт, мужской черный тонкий мини-кошелек, мужской тонкий маленький кожаный волшебный кошелек, кошелек 2020, кошелек	5 продано	1 069,10 руб.	//aliexpress.ru/item/4000229477413.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-29&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000182603286	Модный женский короткий кошелек, 3 сложения, Женский кошелек из натуральной кожи, держатель для карт, кошелек из воловьей кожи, женский роско...		951,54 руб.	//aliexpress.ru/item/4000182603286.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-30&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32968463690	Роскошный фиолетовый длинный женский кошелек из нубука и искусственной кожи на завязках, модный дизайнерский кошелек высокого качества, же...	1028 продано	567,12 руб.	//aliexpress.ru/item/32968463690.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-31&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
1589320331	Бесплатная доставка, Женский кошелек, Женский кошелек из натуральной мягкой кожи, модный кошелек, высококачественный подарок, розничная и о...	19 продано	793,48 руб.	//aliexpress.ru/item/1589320331.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-32&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32889511571	Модный маленький кошелек Contact's, Женский кошелек из натуральной кожи, Короткие Кошельки для дам, карман на молнии, сумка-держатель для карт	6 продано	1 502,77 руб.	//aliexpress.ru/item/32889511571.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-33&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
33027031142	Женский Длинный держатель для карт, Дамский чехол для телефона, кошелек, сумочка, Кожаный клатч, Женский бумажник из искусственной кожи, Нов...		331,22 - 355,04 руб.	//aliexpress.ru/item/33027031142.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-34&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000805470247	Женские кошельки, Модный высококачественный мужской кошелек, дизайнерский новый кошелек dft1857	33 продано	634,63 руб.	//aliexpress.ru/item/4000805470247.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-35&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32899756463	Милые короткие женские кожаные женские кошельки, портфолио, роскошные брендовые дизайнерские женские кошельки на молнии, кошельки для моне...	39 продано	278,79 руб.	//aliexpress.ru/item/32899756463.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-36&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000403174117	Новинка 2020, длинные женские кошельки, модный держатель для карт, высокое качество, с блестками, Женский кошелек из искусственной кожи, на мол...	56 продано	780,77 - 890,38 руб.	//aliexpress.ru/item/4000403174117.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-37&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
4000600622360	VICKAWEB многофункциональные женские бумажники, женские кошельки из натуральной кожи, длинный клатч с лоскутной застежкой, кошелек для телефон...	42 продано	1 115,96 - 1 231,92 руб.	//aliexpress.ru/item/4000600622360.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-38&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
32958864850	Маленький кожаный кошелек 2020, женские винтажные бумажники, роскошные брендовые бумажники, дизайнерский кошелек, Женский держатель для карт...	63 продано	316,92 руб.	//aliexpress.ru/item/32958864850.html?algo_pvid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790&algo_expid=86b9c4bc-1d40-4c7d-bbaa-dfcc1c51f790-39&btsid=0b8b158f16010317049312522ef2cb&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_
